Cidade;Descricao;Unidade;Valor
Itaqui.csv;Despesas orçamentárias empenhadas - Correntes;Reais;4673977312
Itaqui.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;1063477360
Itaqui.csv;Número de unidades locais;Unidades;1193
Itaqui.csv;Pessoal ocupado total;Pessoas;5873
Itati.csv;Total de endereços urbanos;endereços;132
Itati.csv;Total de endereços rurais;endereços;1289
Itati.csv;Total de estabelecimentos de ensino;estabelecimentos;10
Itati.csv;Total de estabelecimentos de saúde;estabelecimentos;3
Itati.csv;Domicílios particulares permanentes;domicílios;910
Itati.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;566
Itati.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;901
Itati.csv;População residente ;pessoas;2584
Itati.csv;População residente - Homens;pessoas;1340
Itati.csv;População residente - Mulheres;pessoas;1244
Itati.csv;População residente alfabetizada;pessoas;2140
Itati.csv;População residente - cor ou raça - Branca;pessoas;2359
Itati.csv;População residente - cor ou raça - Preta;pessoas;90
Itati.csv;População residente - cor ou raça - Parda;pessoas;90
Itati.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;98
Itati.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;1
Itati.csv;Área da unidade territorial;Km²;206.911
Itati.csv;Eleitorado;Eleitores;2485
Itati.csv;PIB per capita a preços correntes;Reais;6317.87
Itati.csv;Matrícula - Ensino fundamental - 2009;Matrículas;437
Itati.csv;Matrícula - Ensino médio - 2009;Matrículas;97
Itati.csv;Docentes - Ensino fundamental - 2009;Docentes;40
Itati.csv;Docentes - Ensino médio - 2009;Docentes;14
Itati.csv;Estabelecimentos de Saúde SUS;estabelecimentos;1
Itati.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;19
Itati.csv;Receitas orçamentárias realizadas - Correntes;Reais;643675260
Itati.csv;Despesas orçamentárias empenhadas - Correntes;Reais;522810086
Itati.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;400623532
Itati.csv;Número de unidades locais;Unidades;42
Itati.csv;Pessoal ocupado total;Pessoas;241
Itatiba do Sul.csv;Total de endereços urbanos;endereços;817
Itatiba do Sul.csv;Total de endereços rurais;endereços;904
Itatiba do Sul.csv;Total de estabelecimentos de ensino;estabelecimentos;10
Itatiba do Sul.csv;Total de estabelecimentos de saúde;estabelecimentos;6
Itatiba do Sul.csv;Domicílios particulares permanentes;domicílios;1352
Itatiba do Sul.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;811
Itatiba do Sul.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;1347
Itatiba do Sul.csv;População residente ;pessoas;4171
Itatiba do Sul.csv;População residente - Homens;pessoas;2178
Itatiba do Sul.csv;População residente - Mulheres;pessoas;1993
Itatiba do Sul.csv;População residente alfabetizada;pessoas;3528
Itatiba do Sul.csv;População residente - cor ou raça - Branca;pessoas;3505
Itatiba do Sul.csv;População residente - cor ou raça - Preta;pessoas;188
Itatiba do Sul.csv;População residente - cor ou raça - Parda;pessoas;441
Itatiba do Sul.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;198
Itatiba do Sul.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;
Itatiba do Sul.csv;Área da unidade territorial;Km²;212.194
Itatiba do Sul.csv;Eleitorado;Eleitores;3671
Itatiba do Sul.csv;PIB per capita a preços correntes;Reais;10156.48
Itatiba do Sul.csv;Matrícula - Ensino fundamental - 2009;Matrículas;668
Itatiba do Sul.csv;Matrícula - Ensino médio - 2009;Matrículas;207
Itatiba do Sul.csv;Docentes - Ensino fundamental - 2009;Docentes;57
Itatiba do Sul.csv;Docentes - Ensino médio - 2009;Docentes;20
Itatiba do Sul.csv;Estabelecimentos de Saúde SUS;estabelecimentos;7
Itatiba do Sul.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;17
Itatiba do Sul.csv;Receitas orçamentárias realizadas - Correntes;Reais;893988699
Itatiba do Sul.csv;Despesas orçamentárias empenhadas - Correntes;Reais;687467427
Itatiba do Sul.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917557
Itatiba do Sul.csv;Número de unidades locais;Unidades;114
Itatiba do Sul.csv;Pessoal ocupado total;Pessoas;331
Ivorá.csv;Total de endereços urbanos;endereços;366
Ivorá.csv;Total de endereços rurais;endereços;583
Ivorá.csv;Total de estabelecimentos de ensino;estabelecimentos;7
Ivorá.csv;Total de estabelecimentos de saúde;estabelecimentos;2
Ivorá.csv;Domicílios particulares permanentes;domicílios;685
Ivorá.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;417
Ivorá.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;684
Ivorá.csv;População residente ;pessoas;2156
Ivorá.csv;População residente - Homens;pessoas;1097
Ivorá.csv;População residente - Mulheres;pessoas;1059
Ivorá.csv;População residente alfabetizada;pessoas;1943
Ivorá.csv;População residente - cor ou raça - Branca;pessoas;1857
Ivorá.csv;População residente - cor ou raça - Preta;pessoas;30
Ivorá.csv;População residente - cor ou raça - Parda;pessoas;266
Ivorá.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;61
Ivorá.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;2
Ivorá.csv;Área da unidade territorial;Km²;122.930
Ivorá.csv;Eleitorado;Eleitores;1813
Ivorá.csv;PIB per capita a preços correntes;Reais;11980.42
Ivorá.csv;Matrícula - Ensino fundamental - 2009;Matrículas;290
Ivorá.csv;Matrícula - Ensino médio - 2009;Matrículas;114
Ivorá.csv;Docentes - Ensino fundamental - 2009;Docentes;30
Ivorá.csv;Docentes - Ensino médio - 2009;Docentes;15
Ivorá.csv;Estabelecimentos de Saúde SUS;estabelecimentos;2
Ivorá.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;14
Ivorá.csv;Receitas orçamentárias realizadas - Correntes;Reais;691661111
Ivorá.csv;Despesas orçamentárias empenhadas - Correntes;Reais;531489456
Ivorá.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398896387
Ivorá.csv;Número de unidades locais;Unidades;70
Ivorá.csv;Pessoal ocupado total;Pessoas;275
Ivoti.csv;Total de endereços urbanos;endereços;7772
Ivoti.csv;Total de endereços rurais;endereços;807
Ivoti.csv;Total de estabelecimentos de ensino;estabelecimentos;19
Ivoti.csv;Total de estabelecimentos de saúde;estabelecimentos;36
Ivoti.csv;Domicílios particulares permanentes;domicílios;6687
Ivoti.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;6039
Ivoti.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;6682
Ivoti.csv;População residente ;pessoas;19874
Ivoti.csv;População residente - Homens;pessoas;9801
Ivoti.csv;População residente - Mulheres;pessoas;10073
Ivoti.csv;População residente alfabetizada;pessoas;18029
Ivoti.csv;População residente - cor ou raça - Branca;pessoas;18339
Ivoti.csv;População residente - cor ou raça - Preta;pessoas;257
Ivoti.csv;População residente - cor ou raça - Parda;pessoas;1119
Ivoti.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;75
Ivoti.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;16
Ivoti.csv;Área da unidade territorial;Km²;63.151
Ivoti.csv;Eleitorado;Eleitores;13170
Ivoti.csv;PIB per capita a preços correntes;Reais;17967.69
Ivoti.csv;Matrícula - Ensino fundamental - 2009;Matrículas;2587
Ivoti.csv;Matrícula - Ensino médio - 2009;Matrículas;944
Ivoti.csv;Docentes - Ensino fundamental - 2009;Docentes;169
Ivoti.csv;Docentes - Ensino médio - 2009;Docentes;77
Ivoti.csv;Estabelecimentos de Saúde SUS;estabelecimentos;6
Ivoti.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;345
Ivoti.csv;Receitas orçamentárias realizadas - Correntes;Reais;3167887053
Ivoti.csv;Despesas orçamentárias empenhadas - Correntes;Reais;2452169033
Ivoti.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;806315764
Ivoti.csv;Número de unidades locais;Unidades;1070
Ivoti.csv;Pessoal ocupado total;Pessoas;7449
Jóia.csv;Total de endereços urbanos;endereços;985
Jóia.csv;Total de endereços rurais;endereços;2434
Jóia.csv;Total de estabelecimentos de ensino;estabelecimentos;31
Jóia.csv;Total de estabelecimentos de saúde;estabelecimentos;14
Jóia.csv;Domicílios particulares permanentes;domicílios;2689
Jóia.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;1749
Jóia.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;2671
Jóia.csv;População residente ;pessoas;8331
Jóia.csv;População residente - Homens;pessoas;4306
Jóia.csv;População residente - Mulheres;pessoas;4025
Jóia.csv;População residente alfabetizada;pessoas;7238
Jóia.csv;População residente - cor ou raça - Branca;pessoas;6297
Jóia.csv;População residente - cor ou raça - Preta;pessoas;292
Jóia.csv;População residente - cor ou raça - Parda;pessoas;1680
Jóia.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;338
Jóia.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;26
Jóia.csv;Área da unidade territorial;Km²;1235.888
Jóia.csv;Eleitorado;Eleitores;6049
Jóia.csv;PIB per capita a preços correntes;Reais;24615.29
Jóia.csv;Matrícula - Ensino fundamental - 2009;Matrículas;1410
Jóia.csv;Matrícula - Ensino médio - 2009;Matrículas;285
Jóia.csv;Docentes - Ensino fundamental - 2009;Docentes;113
Jóia.csv;Docentes - Ensino médio - 2009;Docentes;30
Jóia.csv;Estabelecimentos de Saúde SUS;estabelecimentos;10
Jóia.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;100
Jóia.csv;Receitas orçamentárias realizadas - Correntes;Reais;1793482852
Jóia.csv;Despesas orçamentárias empenhadas - Correntes;Reais;1278085301
Jóia.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;433234065
Jóia.csv;Número de unidades locais;Unidades;189
Jóia.csv;Pessoal ocupado total;Pessoas;643
Júlio de Castilhos.csv;Total de endereços urbanos;endereços;6731
Júlio de Castilhos.csv;Total de endereços rurais;endereços;1485
Júlio de Castilhos.csv;Total de estabelecimentos de ensino;estabelecimentos;34
Júlio de Castilhos.csv;Total de estabelecimentos de saúde;estabelecimentos;40
Júlio de Castilhos.csv;Domicílios particulares permanentes;domicílios;6345
Júlio de Castilhos.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;5420
Júlio de Castilhos.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;6299
Júlio de Castilhos.csv;População residente ;pessoas;19579
Júlio de Castilhos.csv;População residente - Homens;pessoas;9626
Júlio de Castilhos.csv;População residente - Mulheres;pessoas;9953
Júlio de Castilhos.csv;População residente alfabetizada;pessoas;17141
Júlio de Castilhos.csv;População residente - cor ou raça - Branca;pessoas;15839
Júlio de Castilhos.csv;População residente - cor ou raça - Preta;pessoas;1062
Júlio de Castilhos.csv;População residente - cor ou raça - Parda;pessoas;2608
Júlio de Castilhos.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;403
Júlio de Castilhos.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;28
Júlio de Castilhos.csv;Área da unidade territorial;Km²;1929.389
Júlio de Castilhos.csv;Eleitorado;Eleitores;15537
Júlio de Castilhos.csv;PIB per capita a preços correntes;Reais;18032.71
Júlio de Castilhos.csv;Matrícula - Ensino fundamental - 2009;Matrículas;3194
Júlio de Castilhos.csv;Matrícula - Ensino médio - 2009;Matrículas;686
Júlio de Castilhos.csv;Docentes - Ensino fundamental - 2009;Docentes;216
Júlio de Castilhos.csv;Docentes - Ensino médio - 2009;Docentes;71
Júlio de Castilhos.csv;Estabelecimentos de Saúde SUS;estabelecimentos;10
Júlio de Castilhos.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;272
Júlio de Castilhos.csv;Receitas orçamentárias realizadas - Correntes;Reais;3026065406
Júlio de Castilhos.csv;Despesas orçamentárias empenhadas - Correntes;Reais;2241032985
Júlio de Castilhos.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;799609155
Júlio de Castilhos.csv;Número de unidades locais;Unidades;757
Júlio de Castilhos.csv;Pessoal ocupado total;Pessoas;2816
Jaboticaba.csv;Total de endereços urbanos;endereços;720
Jaboticaba.csv;Total de endereços rurais;endereços;931
Jaboticaba.csv;Total de estabelecimentos de ensino;estabelecimentos;7
Jaboticaba.csv;Total de estabelecimentos de saúde;estabelecimentos;3
Jaboticaba.csv;Domicílios particulares permanentes;domicílios;1343
Jaboticaba.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;1010
Jaboticaba.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;1331
Jaboticaba.csv;População residente ;pessoas;4098
Jaboticaba.csv;População residente - Homens;pessoas;2081
Jaboticaba.csv;População residente - Mulheres;pessoas;2017
Jaboticaba.csv;População residente alfabetizada;pessoas;3364
Jaboticaba.csv;População residente - cor ou raça - Branca;pessoas;3019
Jaboticaba.csv;População residente - cor ou raça - Preta;pessoas;89
Jaboticaba.csv;População residente - cor ou raça - Parda;pessoas;948
Jaboticaba.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;239
Jaboticaba.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;2
Jaboticaba.csv;Área da unidade territorial;Km²;128.053
Jaboticaba.csv;Eleitorado;Eleitores;3266
Jaboticaba.csv;PIB per capita a preços correntes;Reais;10789.64
Jaboticaba.csv;Matrícula - Ensino fundamental - 2009;Matrículas;630
Jaboticaba.csv;Matrícula - Ensino médio - 2009;Matrículas;180
Jaboticaba.csv;Docentes - Ensino fundamental - 2009;Docentes;44
Jaboticaba.csv;Docentes - Ensino médio - 2009;Docentes;15
Jaboticaba.csv;Estabelecimentos de Saúde SUS;estabelecimentos;5
Jaboticaba.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;56
Jaboticaba.csv;Receitas orçamentárias realizadas - Correntes;Reais;795811016
Jaboticaba.csv;Despesas orçamentárias empenhadas - Correntes;Reais;645650391
Jaboticaba.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917559
Jaboticaba.csv;Número de unidades locais;Unidades;68
Jaboticaba.csv;Pessoal ocupado total;Pessoas;349
Jacuizinho.csv;Total de endereços urbanos;endereços;257
Jacuizinho.csv;Total de endereços rurais;endereços;796
Jacuizinho.csv;Total de estabelecimentos de ensino;estabelecimentos;14
Jacuizinho.csv;Total de estabelecimentos de saúde;estabelecimentos;1
Jacuizinho.csv;Domicílios particulares permanentes;domicílios;816
Jacuizinho.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;558
Jacuizinho.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;797
Jacuizinho.csv;População residente ;pessoas;2507
Jacuizinho.csv;População residente - Homens;pessoas;1283
Jacuizinho.csv;População residente - Mulheres;pessoas;1224
Jacuizinho.csv;População residente alfabetizada;pessoas;2076
Jacuizinho.csv;População residente - cor ou raça - Branca;pessoas;2021
Jacuizinho.csv;População residente - cor ou raça - Preta;pessoas;70
Jacuizinho.csv;População residente - cor ou raça - Parda;pessoas;349
Jacuizinho.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;162
Jacuizinho.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;4
Jacuizinho.csv;Área da unidade territorial;Km²;338.535
Jacuizinho.csv;Eleitorado;Eleitores;2142
Jacuizinho.csv;PIB per capita a preços correntes;Reais;15613.06
Jacuizinho.csv;Matrícula - Ensino fundamental - 2009;Matrículas;365
Jacuizinho.csv;Matrícula - Ensino médio - 2009;Matrículas;111
Jacuizinho.csv;Docentes - Ensino fundamental - 2009;Docentes;45
Jacuizinho.csv;Docentes - Ensino médio - 2009;Docentes;14
Jacuizinho.csv;Estabelecimentos de Saúde SUS;estabelecimentos;1
Jacuizinho.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;
Jacuizinho.csv;Receitas orçamentárias realizadas - Correntes;Reais;700124505
Jacuizinho.csv;Despesas orçamentárias empenhadas - Correntes;Reais;550766886
Jacuizinho.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917511
Jacuizinho.csv;Número de unidades locais;Unidades;28
Jacuizinho.csv;Pessoal ocupado total;Pessoas;217
Jacutinga.csv;Total de endereços urbanos;endereços;1192
Jacutinga.csv;Total de endereços rurais;endereços;429
Jacutinga.csv;Total de estabelecimentos de ensino;estabelecimentos;4
Jacutinga.csv;Total de estabelecimentos de saúde;estabelecimentos;7
Jacutinga.csv;Domicílios particulares permanentes;domicílios;1219
Jacutinga.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;847
Jacutinga.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;1214
Jacutinga.csv;População residente ;pessoas;3633
Jacutinga.csv;População residente - Homens;pessoas;1781
Jacutinga.csv;População residente - Mulheres;pessoas;1852
Jacutinga.csv;População residente alfabetizada;pessoas;3231
Jacutinga.csv;População residente - cor ou raça - Branca;pessoas;3078
Jacutinga.csv;População residente - cor ou raça - Preta;pessoas;98
Jacutinga.csv;População residente - cor ou raça - Parda;pessoas;425
Jacutinga.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;73
Jacutinga.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;1
Jacutinga.csv;Área da unidade territorial;Km²;179.297
Jacutinga.csv;Eleitorado;Eleitores;2976
Jacutinga.csv;PIB per capita a preços correntes;Reais;18093.90
Jacutinga.csv;Matrícula - Ensino fundamental - 2009;Matrículas;455
Jacutinga.csv;Matrícula - Ensino médio - 2009;Matrículas;153
Jacutinga.csv;Docentes - Ensino fundamental - 2009;Docentes;44
Jacutinga.csv;Docentes - Ensino médio - 2009;Docentes;19
Jacutinga.csv;Estabelecimentos de Saúde SUS;estabelecimentos;3
Jacutinga.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;23
Jacutinga.csv;Receitas orçamentárias realizadas - Correntes;Reais;889631402
Jacutinga.csv;Despesas orçamentárias empenhadas - Correntes;Reais;718765705
Jacutinga.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917557
Jacutinga.csv;Número de unidades locais;Unidades;195
Jacutinga.csv;Pessoal ocupado total;Pessoas;722
Jaguarão.csv;Total de endereços urbanos;endereços;12123
Jaguarão.csv;Total de endereços rurais;endereços;1282
Jaguarão.csv;Total de estabelecimentos de ensino;estabelecimentos;31
Jaguarão.csv;Total de estabelecimentos de saúde;estabelecimentos;42
Jaguarão.csv;Domicílios particulares permanentes;domicílios;10017
Jaguarão.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;9342
Jaguarão.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;9973
Jaguarão.csv;População residente ;pessoas;27931
Jaguarão.csv;População residente - Homens;pessoas;13588
Jaguarão.csv;População residente - Mulheres;pessoas;14343
Jaguarão.csv;População residente alfabetizada;pessoas;24230
Jaguarão.csv;População residente - cor ou raça - Branca;pessoas;24759
Jaguarão.csv;População residente - cor ou raça - Preta;pessoas;1542
Jaguarão.csv;População residente - cor ou raça - Parda;pessoas;1576
Jaguarão.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;569
Jaguarão.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;20
Jaguarão.csv;Área da unidade territorial;Km²;2054.392
Jaguarão.csv;Eleitorado;Eleitores;22081
Jaguarão.csv;PIB per capita a preços correntes;Reais;11455.52
Jaguarão.csv;Matrícula - Ensino fundamental - 2009;Matrículas;4207
Jaguarão.csv;Matrícula - Ensino médio - 2009;Matrículas;989
Jaguarão.csv;Docentes - Ensino fundamental - 2009;Docentes;248
Jaguarão.csv;Docentes - Ensino médio - 2009;Docentes;81
Jaguarão.csv;Estabelecimentos de Saúde SUS;estabelecimentos;10
Jaguarão.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;367
Jaguarão.csv;Receitas orçamentárias realizadas - Correntes;Reais;3233626641
Jaguarão.csv;Despesas orçamentárias empenhadas - Correntes;Reais;2789594514
Jaguarão.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;938304708
Jaguarão.csv;Número de unidades locais;Unidades;1089
Jaguarão.csv;Pessoal ocupado total;Pessoas;3874
Jaguari.csv;Total de endereços urbanos;endereços;3207
Jaguari.csv;Total de endereços rurais;endereços;2020
Jaguari.csv;Total de estabelecimentos de ensino;estabelecimentos;18
Jaguari.csv;Total de estabelecimentos de saúde;estabelecimentos;6
Jaguari.csv;Domicílios particulares permanentes;domicílios;3992
Jaguari.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;2254
Jaguari.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;3980
Jaguari.csv;População residente ;pessoas;11473
Jaguari.csv;População residente - Homens;pessoas;5738
Jaguari.csv;População residente - Mulheres;pessoas;5735
Jaguari.csv;População residente alfabetizada;pessoas;10279
Jaguari.csv;População residente - cor ou raça - Branca;pessoas;10203
Jaguari.csv;População residente - cor ou raça - Preta;pessoas;218
Jaguari.csv;População residente - cor ou raça - Parda;pessoas;1019
Jaguari.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;292
Jaguari.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;5
Jaguari.csv;Área da unidade territorial;Km²;673.404
Jaguari.csv;Eleitorado;Eleitores;9665
Jaguari.csv;PIB per capita a preços correntes;Reais;10551.53
Jaguari.csv;Matrícula - Ensino fundamental - 2009;Matrículas;1589
Jaguari.csv;Matrícula - Ensino médio - 2009;Matrículas;449
Jaguari.csv;Docentes - Ensino fundamental - 2009;Docentes;138
Jaguari.csv;Docentes - Ensino médio - 2009;Docentes;42
Jaguari.csv;Estabelecimentos de Saúde SUS;estabelecimentos;6
Jaguari.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;116
Jaguari.csv;Receitas orçamentárias realizadas - Correntes;Reais;1697165245
Jaguari.csv;Despesas orçamentárias empenhadas - Correntes;Reais;1266999804
Jaguari.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;534084909
Jaguari.csv;Número de unidades locais;Unidades;357
Jaguari.csv;Pessoal ocupado total;Pessoas;1445
Jaquirana.csv;Total de endereços urbanos;endereços;1143
Jaquirana.csv;Total de endereços rurais;endereços;1041
Jaquirana.csv;Total de estabelecimentos de ensino;estabelecimentos;12
Jaquirana.csv;Total de estabelecimentos de saúde;estabelecimentos;3
Jaquirana.csv;Domicílios particulares permanentes;domicílios;1372
Jaquirana.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;810
Jaquirana.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;1348
Jaquirana.csv;População residente ;pessoas;4177
Jaquirana.csv;População residente - Homens;pessoas;2142
Jaquirana.csv;População residente - Mulheres;pessoas;2035
Jaquirana.csv;População residente alfabetizada;pessoas;3399
Jaquirana.csv;População residente - cor ou raça - Branca;pessoas;3014
Jaquirana.csv;População residente - cor ou raça - Preta;pessoas;196
Jaquirana.csv;População residente - cor ou raça - Parda;pessoas;906
Jaquirana.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;167
Jaquirana.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;
Jaquirana.csv;Área da unidade territorial;Km²;907.939
Jaquirana.csv;Eleitorado;Eleitores;3759
Jaquirana.csv;PIB per capita a preços correntes;Reais;8386.99
Jaquirana.csv;Matrícula - Ensino fundamental - 2009;Matrículas;724
Jaquirana.csv;Matrícula - Ensino médio - 2009;Matrículas;159
Jaquirana.csv;Docentes - Ensino fundamental - 2009;Docentes;50
Jaquirana.csv;Docentes - Ensino médio - 2009;Docentes;12
Jaquirana.csv;Estabelecimentos de Saúde SUS;estabelecimentos;4
Jaquirana.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;63
Jaquirana.csv;Receitas orçamentárias realizadas - Correntes;Reais;883960807
Jaquirana.csv;Despesas orçamentárias empenhadas - Correntes;Reais;737385134
Jaquirana.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917557
Jaquirana.csv;Número de unidades locais;Unidades;117
Jaquirana.csv;Pessoal ocupado total;Pessoas;622
Jari.csv;Total de endereços urbanos;endereços;312
Jari.csv;Total de endereços rurais;endereços;1273
Jari.csv;Total de estabelecimentos de ensino;estabelecimentos;9
Jari.csv;Total de estabelecimentos de saúde;estabelecimentos;2
Jari.csv;Domicílios particulares permanentes;domicílios;1211
Jari.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;616
Jari.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;1190
Jari.csv;População residente ;pessoas;3575
Jari.csv;População residente - Homens;pessoas;1884
Jari.csv;População residente - Mulheres;pessoas;1691
Jari.csv;População residente alfabetizada;pessoas;3090
Jari.csv;População residente - cor ou raça - Branca;pessoas;3209
Jari.csv;População residente - cor ou raça - Preta;pessoas;117
Jari.csv;População residente - cor ou raça - Parda;pessoas;237
Jari.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;188
Jari.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;3
Jari.csv;Área da unidade territorial;Km²;856.460
Jari.csv;Eleitorado;Eleitores;2974
Jari.csv;PIB per capita a preços correntes;Reais;23159.16
Jari.csv;Matrícula - Ensino fundamental - 2009;Matrículas;540
Jari.csv;Matrícula - Ensino médio - 2009;Matrículas;96
Jari.csv;Docentes - Ensino fundamental - 2009;Docentes;50
Jari.csv;Docentes - Ensino médio - 2009;Docentes;10
Jari.csv;Estabelecimentos de Saúde SUS;estabelecimentos;2
Jari.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;36
Jari.csv;Receitas orçamentárias realizadas - Correntes;Reais;889139982
Jari.csv;Despesas orçamentárias empenhadas - Correntes;Reais;734017082
Jari.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398906341
Jari.csv;Número de unidades locais;Unidades;94
Jari.csv;Pessoal ocupado total;Pessoas;250
Lagoão.csv;Total de endereços urbanos;endereços;837
Lagoão.csv;Total de endereços rurais;endereços;1649
Lagoão.csv;Total de estabelecimentos de ensino;estabelecimentos;23
Lagoão.csv;Total de estabelecimentos de saúde;estabelecimentos;2
Lagoão.csv;Domicílios particulares permanentes;domicílios;1938
Lagoão.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;670
Lagoão.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;1910
Lagoão.csv;População residente ;pessoas;6185
Lagoão.csv;População residente - Homens;pessoas;3195
Lagoão.csv;População residente - Mulheres;pessoas;2990
Lagoão.csv;População residente alfabetizada;pessoas;4647
Lagoão.csv;População residente - cor ou raça - Branca;pessoas;4893
Lagoão.csv;População residente - cor ou raça - Preta;pessoas;195
Lagoão.csv;População residente - cor ou raça - Parda;pessoas;1000
Lagoão.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;347
Lagoão.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;1
Lagoão.csv;Área da unidade territorial;Km²;383.603
Lagoão.csv;Eleitorado;Eleitores;4627
Lagoão.csv;PIB per capita a preços correntes;Reais;8601.47
